Id,ClientID,ExerciseID,RotationID,DatePerformed,Weight,Sets,Reps,Intensity,Effort,Volume
472,1,5,3,1/26/2022,265,1,1,0.963636364,9,265
473,1,5,3,1/26/2022,225,1,7,0.818181818,9,1575
474,1,5,3,1/26/2022,225,1,4,0.818181818,8,900
475,1,26,3,1/27/2022,95,4,15,,,5700
476,1,44,3,1/27/2022,45,3,15,,,2025
477,1,10,3,1/27/2022,100,4,10,0.909090909,,4000
478,1,5,3,1/28/2022,275,1,1,1,9.5,275
479,1,5,3,1/28/2022,285,1,1,1.036363636,10,285
480,1,5,3,1/28/2022,205,3,8,0.745454545,7,4920
481,1,6,3,1/29/2022,315,1,1,1.145454545,,315
482,1,6,3,1/29/2022,285,3,3,1.036363636,,2565
483,1,14,3,1/31/2022,405,1,1,0.801980198,5,405
484,1,42,3,1/31/2022,315,4,4,0.692307692,7,5040
485,1,42,3,2/1/2022,385,1,1,0.846153846,7,385
486,1,42,3,2/1/2022,315,2,5,0.692307692,5,3150
487,1,5,3,2/1/2022,275,1,1,1,9,275
488,1,5,3,2/1/2022,245,1,4,0.890909091,9,980
489,1,5,3,2/1/2022,225,1,7,0.818181818,9.5,1575
490,1,5,3,2/1/2022,185,1,4,0.672727273,7,740
491,1,8,3,2/3/2022,135,3,10,1.08,,4050
492,1,26,3,2/3/2022,95,3,15,,,4275
493,1,14,3,2/4/2022,455,1,1,0.900990099,8,455
494,1,14,3,2/4/2022,365,1,1,0.722772277,6,365
495,1,5,3,2/4/2022,215,3,8,0.781818182,7,5160
496,1,18,3,2/4/2022,15,3,15,0.857142857,,675
497,1,42,3,2/5/2022,405,1,2,0.89010989,8.5,810
498,1,14,3,2/5/2022,455,1,1,0.900990099,8,455
499,1,6,3,2/5/2022,275,1,1,1,,275
500,1,6,3,2/5/2022,245,1,5,0.890909091,,1225
501,1,42,1,8/10/2021,455,1,1,,10,455
502,1,5,1,8/10/2021,275,1,1,,10,275
503,1,14,1,8/10/2021,500,1,1,,10,500
504,1,25,1,8/10/2021,405,1,1,,10,405
505,1,28,1,8/10/2021,225,1,1,,10,225
506,1,16,1,8/10/2021,365,1,1,,10,365
507,1,6,2,11/14/2021,275,1,1,,,275
508,1,14,3,2/11/2022,495,1,1,0.98019802,9.5,495
509,1,42,3,2/11/2022,315,4,7,0.692307692,6.5,8820
510,1,5,3,2/11/2022,225,1,4,0.818181818,6.5,900
511,1,42,3,2/14/2022,405,4,2,0.89010989,9.5,3240
512,1,42,3,2/14/2022,315,3,7,0.692307692,7.5,6615
513,1,14,3,2/16/2022,405,2,1,0.801980198,6,810
514,1,14,3,2/16/2022,315,1,12,0.623762376,8,3780
515,1,39,3,2/16/2022,185,3,10,0.672727273,,5550
516,1,14,3,2/18/2022,455,1,3,0.900990099,9.5,1365
517,1,14,3,2/18/2022,495,1,2,0.98019802,10,990
518,1,5,3,2/18/2022,245,1,4,0.890909091,8.5,980
519,1,5,3,2/18/2022,235,1,5,0.854545455,8,1175
520,1,5,3,2/18/2022,225,1,6,0.818181818,8,1350
521,1,5,3,2/19/2022,275,1,1,1,8.5,275
522,1,5,3,2/19/2022,225,1,7,0.818181818,8,1575
523,1,42,4,2/26/2022,405,1,2,0.89010989,8,810
524,1,42,4,2/26/2022,315,1,10,0.692307692,6,3150
525,1,39,4,2/28/2022,275,3,8,0.873015873,,6600
526,1,39,4,2/28/2022,315,2,2,1,,1260
527,1,5,4,3/1/2022,245,1,1,0.859649123,7,245
528,1,5,4,3/1/2022,225,4,4,0.789473684,7,3600
529,1,5,4,3/1/2022,185,1,7,0.649122807,6,1295
530,1,39,4,3/2/2022,285,3,8,0.904761905,,6840
531,1,39,4,3/2/2022,300,1,5,0.952380952,,1500
532,1,39,4,3/2/2022,315,2,2,1,,1260
533,1,5,4,3/2/2022,225,1,4,0.789473684,8,900
534,1,5,4,3/2/2022,225,2,5,0.789473684,8,2250
535,1,5,4,3/2/2022,225,2,3,0.789473684,8,1350
536,1,14,5,3/27/2022,455,1,1,0.900990099,8,455
537,1,14,5,3/27/2022,405,2,6,0.801980198,6.5,4860
538,1,14,5,3/27/2022,315,1,6,0.623762376,5,1890
539,1,14,5,3/27/2022,225,2,10,0.445544554,5,4500
540,1,5,5,3/27/2022,275,1,2,0.964912281,10,550
541,1,5,5,3/27/2022,225,2,5,0.789473684,8.5,2250
542,1,5,5,3/27/2022,225,1,3,0.789473684,7,675
543,1,32,5,3/29/2022,275,6,6,0.604395604,6,9900
544,1,14,5,3/29/2022,225,1,10,0.445544554,6,2250
545,1,5,5,3/29/2022,275,1,1,0.964912281,8,275
546,1,5,5,3/29/2022,205,2,7,0.719298246,7,2870
547,1,5,5,3/29/2022,205,1,6,0.719298246,7,1230
548,1,14,5,4/2/2022,425,1,8,0.841584158,9,3400
549,1,14,5,4/2/2022,365,3,6,0.722772277,6.5,6570
550,1,2,5,4/2/2022,225,2,10,0.555555556,5,4500
551,1,5,5,4/2/2022,225,1,8,0.789473684,10,1800
552,1,31,5,4/2/2022,45,5,10,,,2250
553,1,32,5,4/5/2022,315,6,6,0.692307692,8,11340
554,1,2,5,4/5/2022,225,1,10,0.555555556,5,2250
555,1,42,5,4/5/2022,225,5,5,0.494505495,5,5625
556,1,5,5,4/7/2022,225,8,3,0.789473684,6,5400
557,1,4,5,4/7/2022,185,5,5,,,4625
558,1,4,5,4/7/2022,135,5,10,,,6750
559,1,29,5,4/7/2022,100,5,10,1.25,,5000
560,1,14,5,4/9/2022,455,1,6,0.900990099,9.5,2730
561,1,14,5,4/9/2022,405,3,6,0.801980198,10,7290
562,1,2,5,4/9/2022,225,1,10,0.555555556,,2250
563,1,5,5,4/9/2022,245,1,5,0.859649123,10,1225
564,1,5,5,4/9/2022,245,2,3,0.859649123,9,1470
565,1,5,5,4/9/2022,225,1,3,0.789473684,7,675
566,1,5,5,4/9/2022,185,1,9,0.649122807,7,1665
567,1,31,5,4/9/2022,45,4,15,,,2700
568,1,32,5,4/12/2022,335,6,6,0.736263736,9,12060
569,1,42,5,4/12/2022,315,5,5,0.692307692,5,7875
570,1,5,5,4/14/2022,275,1,2,0.964912281,10,550
571,1,5,5,4/14/2022,225,6,4,0.789473684,9,5400
572,1,4,5,4/14/2022,185,5,5,,,4625
573,1,4,5,4/14/2022,135,5,10,,,6750
574,1,29,5,4/14/2022,100,5,10,1.25,,5000
575,1,14,5,4/18/2022,495,1,3,0.98019802,10,1485
576,1,14,5,4/18/2022,425,4,4,0.841584158,9.5,6800
577,1,2,5,4/18/2022,225,2,10,0.555555556,5,4500
578,1,5,5,4/18/2022,245,1,1,0.859649123,8,245
579,1,5,5,4/18/2022,185,4,7,0.649122807,7,5180
580,1,32,5,4/20/2022,365,8,4,0.802197802,8,11680
581,1,42,5,4/20/2022,315,5,5,0.692307692,5,7875
582,1,14,5,4/28/2022,515,1,1,1.01980198,10,515
583,1,14,5,4/28/2022,495,1,1,0.98019802,10,495
584,1,14,5,4/28/2022,315,3,5,0.623762376,5,4725
585,1,5,5,4/28/2022,275,1,1,0.964912281,9,275
586,1,5,5,4/28/2022,225,5,5,0.789473684,7,5625
587,1,42,5,5/2/2022,315,1,1,0.692307692,7,315
588,1,14,5,5/2/2022,315,1,1,0.623762376,5,315
589,1,5,5,5/2/2022,225,1,1,0.789473684,6,225
590,1,14,5,5/5/2022,520,1,1,1.02970297,10,520
591,1,42,6,5/7/2022,275,3,8,0.604395604,7,6600
592,1,42,6,5/7/2022,300,1,5,0.659340659,7,1500
593,1,42,6,5/7/2022,315,2,2,0.692307692,7,1260
594,1,23,6,5/7/2022,0,2,35,,,0
595,1,42,6,5/7/2022,405,1,1,0.89010989,9,405
596,1,23,6,5/7/2022,0,3,15,,,0
597,1,5,6,5/9/2022,225,1,2,0.789473684,6,450
598,1,5,6,5/9/2022,215,1,8,0.754385965,7,1720
599,1,5,6,5/9/2022,185,3,7,0.649122807,7,3885
600,1,34,6,5/12/2022,225,3,7,,7,4725
601,1,34,6,5/12/2022,225,1,6,,9,1350
602,1,44,6,5/12/2022,50,5,15,0.833333333,,3750
603,1,29,6,5/12/2022,120,3,10,1.2,,3600
604,1,14,6,5/15/2022,455,1,6,0.875,10,2730
605,1,14,6,5/15/2022,365,3,6,0.701923077,9,6570
606,1,2,6,5/15/2022,225,2,10,0.555555556,5,4500
607,1,42,6,5/16/2022,405,1,1,0.89010989,9,405
608,1,42,6,5/16/2022,425,1,1,0.934065934,9.5,425
609,1,5,6,5/16/2022,275,1,1,0.964912281,8.5,275
610,1,5,6,5/16/2022,225,1,10,0.789473684,10,2250
611,1,44,6,5/16/2022,50,5,15,0.833333333,,3750
612,1,32,6,5/19/2022,315,6,6,0.692307692,7,11340
613,1,34,6,5/19/2022,245,8,3,,10,5880
614,1,29,6,5/19/2022,120,5,10,1.2,,6000
615,1,42,6,5/20/2022,315,3,9,0.692307692,7,8505
616,1,42,6,5/20/2022,335,1,5,0.736263736,6,1675
617,1,42,6,5/20/2022,365,2,2,0.802197802,8,1460
618,1,23,6,5/20/2022,25,5,25,,7,3125
619,1,14,6,5/23/2022,455,1,1,0.875,8.5,455
620,1,14,6,5/23/2022,405,1,11,0.778846154,10,4455
621,1,14,6,5/23/2022,365,3,6,0.701923077,8,6570
622,1,4,6,5/23/2022,135,3,10,0.72972973,,4050
623,1,5,6,5/24/2022,245,1,7,0.859649123,9.5,1715
624,1,5,6,5/24/2022,185,3,8,0.649122807,7,4440
625,1,5,6,5/24/2022,135,2,10,0.473684211,7,2700
626,1,44,6,5/24/2022,50,3,15,0.833333333,,2250
627,1,29,6,5/24/2022,120,2,10,1.2,,2400
628,1,32,6,5/26/2022,335,6,6,0.736263736,6,12060
629,1,34,6,5/26/2022,255,9,2,,9,4590
630,1,44,6,5/26/2022,50,5,15,0.833333333,,3750
631,1,42,6,5/27/2022,325,3,8,0.714285714,9,7800
632,1,42,6,5/27/2022,345,1,5,0.758241758,8.5,1725
633,1,42,6,5/27/2022,375,2,2,0.824175824,9.5,1500
634,1,23,6,5/27/2022,45,5,15,,,3375
635,1,14,6,5/30/2022,425,1,9,0.817307692,10,3825
636,1,14,6,5/30/2022,385,3,6,0.740384615,8,6930
637,1,10,6,5/30/2022,120,5,10,1,,6000
638,1,21,6,5/30/2022,25,3,20,,,1500
639,1,5,6,5/31/2022,255,1,6,0.894736842,10,1530
640,1,5,6,5/31/2022,195,3,8,0.684210526,8,4680
641,1,5,6,5/31/2022,145,2,10,0.50877193,6,2900
642,1,44,6,5/31/2022,50,5,15,0.833333333,,3750
643,1,32,6,6/2/2022,365,6,6,0.802197802,7,13140
644,1,34,6,6/2/2022,275,10,1,,10,2750
645,1,44,6,6/2/2022,50,5,15,0.833333333,,3750
646,1,42,6,6/3/2022,335,3,8,0.736263736,7.5,8040
647,1,42,6,6/3/2022,365,1,5,0.802197802,8,1825
648,1,42,6,6/3/2022,405,1,1,0.89010989,10,405
649,1,14,6,6/6/2022,495,1,2,0.951923077,9.5,990
650,1,14,6,6/6/2022,495,1,1,0.951923077,9.5,495
651,1,14,6,6/6/2022,425,4,4,0.817307692,9.5,6800
652,1,10,6,6/6/2022,120,5,10,1,,6000
653,1,5,6,6/7/2022,275,1,2,0.964912281,10,550
654,1,5,6,6/7/2022,205,3,5,0.719298246,8,3075
655,1,44,6,6/7/2022,50,5,15,0.833333333,,3750
656,1,14,6,6/9/2022,405,6,6,0.778846154,9.5,14580
657,1,42,6,6/9/2022,365,3,5,0.802197802,8.5,5475
658,1,42,6,6/14/2022,425,1,1,0.934065934,9.5,425
659,1,42,6,6/14/2022,365,5,5,0.802197802,8,9125
660,1,23,6,6/14/2022,70,5,15,,,5250
661,1,14,6,6/16/2022,425,1,5,0.817307692,7,2125
662,1,14,6,6/16/2022,425,4,5,0.817307692,9,8500
663,1,14,6,6/16/2022,475,1,1,0.913461538,8,475
664,1,4,6,6/16/2022,135,5,10,0.72972973,,6750
665,1,10,6,6/16/2022,120,5,10,1,,6000
666,1,42,6,6/17/2022,425,1,1,0.934065934,10,425
667,1,42,6,6/17/2022,315,3,8,0.692307692,7.5,7560
668,1,23,6,6/17/2022,70,5,15,,,5250
669,1,14,6,6/20/2022,455,5,4,0.875,10,9100
670,1,4,6,6/20/2022,135,5,10,0.72972973,,6750
671,1,10,6,6/20/2022,120,5,15,1,,9000
672,1,32,6,6/23/2022,385,8,4,0.846153846,6,12320
673,1,4,6,6/23/2022,135,5,15,0.72972973,,10125
674,1,42,6,6/24/2022,385,6,4,0.846153846,8.5,9240
675,1,23,6,6/24/2022,80,3,15,,,3600
676,1,5,6,6/24/2022,135,2,10,0.473684211,2,2700
677,1,14,6,6/27/2022,475,5,3,0.913461538,10,7125
678,1,14,6,6/27/2022,495,1,1,0.951923077,9.5,495
679,1,4,6,6/27/2022,135,5,10,0.72972973,,6750
680,1,10,6,6/27/2022,120,4,15,1,,7200
681,1,5,6,6/28/2022,225,5,3,0.789473684,8,3375
682,1,5,6,6/28/2022,185,2,8,0.649122807,8,2960
683,1,44,6,6/28/2022,57,5,15,0.95,,4275
684,1,32,6,6/30/2022,405,8,4,0.89010989,9,12960
685,1,4,6,6/30/2022,135,5,10,0.72972973,,6750
686,1,29,6,6/30/2022,120,2,8,1.2,,1920
687,1,42,6,7/1/2022,405,4,2,0.89010989,10,3240
688,1,42,6,7/1/2022,315,2,6,0.692307692,5,3780
689,1,23,6,7/1/2022,85,5,15,,,6375
690,1,14,6,7/7/2022,525,1,1,1.009615385,9.5,525
691,1,32,6,7/7/2022,425,5,4,0.934065934,9.5,8500
692,1,5,6,7/7/2022,245,1,1,0.859649123,8.5,245
693,1,5,6,7/7/2022,225,3,5,0.789473684,8,3375
694,1,42,6,7/8/2022,455,1,1,1,9.5,455
695,1,42,6,7/8/2022,365,3,4,0.802197802,7,4380
696,1,42,6,7/8/2022,315,2,6,0.692307692,5,3780
697,1,23,6,7/8/2022,90,5,15,,,6750
698,1,14,6,7/11/2022,495,6,1,0.951923077,10,2970
699,1,14,6,7/11/2022,405,3,5,0.778846154,5,6075
700,1,42,6,7/12/2022,365,4,4,0.802197802,8.5,5840
701,1,23,6,7/12/2022,100,4,15,,,6000
702,1,14,6,7/14/2022,455,4.75,4,0.875,9.5,8645
703,1,14,6,7/14/2022,495,1,1,0.951923077,9.5,495
704,1,14,6,7/14/2022,405,2,4,0.778846154,7,3240
705,1,42,6,7/15/2022,405,3.66,3,0.89010989,9.5,4446.9
706,1,42,6,7/15/2022,315,1,6,0.692307692,6,1890
707,1,23,6,7/15/2022,95,3,15,,,4275
708,1,5,6,7/15/2022,225,1,3,0.789473684,8,675
709,1,12,6,7/15/2022,135,2,8,,6,2160
710,1,42,6,7/18/2022,315,4,3,0.692307692,5,3780
711,1,5,6,7/18/2022,260,1,1,0.912280702,9.5,260
712,1,12,6,7/18/2022,185,1.75,8,,7,2590
713,1,42,6,7/24/2022,435,1,1,0.956043956,8.5,435
714,1,5,6,7/24/2022,270,1,1,0.947368421,9.5,270
715,1,14,6,7/24/2022,535,1,1,1.028846154,10,535
